year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
2015,,0.8299,,0.0039,35620,,2016,2013,88.31999969,7,,58,64.92163086,53.67325211,4.12844038,0.871509135,-0.547496021,10,3,0.639999986,0.840000033,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.298999786,390,the metropolitan area of,a slight increase
2012,,0.8146,,0.0037,35620,,2013,2010,89.16000366,13,,50,81.65724182,60.47077179,3.211009026,0.444134802,-0.47495681,12,-1,1.529999971,-0.470000029,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.145999908,370,the metropolitan area of,a slight decrease
2000,,,,,35620,,2001,1998,108.1500015,,,,,37.1850853,,,1.164939404,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1980,,,,,35620,,1981,1978,114.3899994,,,,,8.100498199,,,1.703799248,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1979,,,,,35620,,1980,1977,133.6699982,,,,,9.380284309,,,3.368738651,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2006,,,,,35620,,2007,2004,102.9100037,,,,,32.30371094,,,0.712435246,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2003,,,,,35620,,2004,2001,94.88999939,,,,,34.15273285,,,0.019861462,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1998,,,,,35620,,1999,1996,108.4599991,,,,,39.92385483,,,1.191709399,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1991,,,,,35620,,1992,1989,106.5800018,,,,,26.39135742,,,1.029360771,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1996,,,,,35620,,1997,1994,102.5400009,,,,,33.22222519,,,0.680483341,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1994,,,,,36740,,1995,1992,145.5200043,,,,,87.09307098,,,4.392055511,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1986,,,,,36740,,1987,1984,166.8099976,,,,,78.17012024,,,6.230569363,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2016,,0.8025,,0.0025,36740,,2017,2014,105.5299988,22,,31.11111069,44.69430923,77.19060516,-2.293578148,0.106145956,0.938686967,23,1,-1.029999971,0.610000014,Metro Profile,Orlando-Kissimmee-Sanford,MSA,8.024999619,250,the metropolitan area of,a slight increase
1979,,,,,36740,,1980,1977,190.1399994,,,,,65.55256653,,,8.245249748,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2012,,0.7967,,0.0028,36740,,2013,2010,104.4800034,16,,28.57143021,77.25596619,83.73576355,-0.917431295,-0.055865224,0.848013818,21,5,-0.270000011,0.230000019,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.967000008,280,the metropolitan area of,basically no changes 
1989,,,,,36740,,1990,1987,164.1999969,,,,,93.81130981,,,6.005180836,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1997,,,,,36740,,1998,1995,134.1799927,,,,,68.54044342,,,3.412779808,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2005,,,,,36740,,2006,2003,139.3099976,,,,,76.00990295,,,3.85578537,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1998,,,,,36740,,1999,1996,129.4400024,,,,,66.5482254,,,3.003454208,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1982,,,,,36740,,1983,1980,162.7700043,,,,,87.3496933,,,5.881692886,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1999,,,,,36740,,2000,1997,130.1600037,,,,,59.10224533,,,3.065630436,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2003,,,,,36740,,2004,2001,119.7399979,,,,,65.16096497,,,2.165802717,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1988,,,,,36740,,1989,1986,164.7400055,,,,,96.64589691,,,6.051813602,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1985,,,,,36740,,1986,1983,156.6100006,,,,,92.08705902,,,5.349740505,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2013,,0.7713,,0.0022,36740,,2014,2011,107.8300018,22,,17.94871712,62.29196548,81.75634766,-3.669724941,-0.765362442,1.137305498,16,-6,-0.039999999,-1.060000062,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.712999821,220,the metropolitan area of,a large decrease
2014,,0.7265,,0.0016,36740,,2015,2012,111.6800003,33,,6.976744175,40.59596252,91.41729736,-6.422018528,-2.016759157,1.4697752,22,-11,-1.100000024,-1.219999909,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.264999866,160,the metropolitan area of,a large decrease
1980,,,,,36740,,1981,1978,181.5099945,,,,,78.0754776,,,7.499999046,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1984,,,,,36740,,1985,1982,160.6300049,,,,,78.92280579,,,5.696891308,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2011,,0.7764,,0.0028,36740,,2012,2009,103.2200012,21,,25,69.76290894,75.70850372,-0.917431295,-0.62290436,0.739205301,23,2,-0.389999986,0.119999975,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.763999939,280,the metropolitan area of,basically no changes 
1983,,,,,36740,,1984,1981,158.3099976,,,,,37.06390381,,,5.496545315,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1987,,,,,36740,,1988,1985,165.3300018,,,,,84.26415253,,,6.102763176,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2008,,,,0.0027,36740,,2009,2006,153.4199982,,,34.09090805,,90.1284256,-1.376146913,,5.07426548,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,270,the metropolitan area of,.
1995,,,,,36740,,1996,1993,145.1900024,,,,,88.59897614,,,4.363557816,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2004,,,,,36740,,2005,2002,133.2200012,,,,,69.65127563,,,3.329878807,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2009,,,,0.0024,36740,,2010,2007,132.8099976,,,22.00000191,,78.6813736,-2.752293587,,3.294472694,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,240,the metropolitan area of,.
2006,,,,,36740,,2007,2004,165.5899963,,,,,100,,,6.12521553,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2000,,,,,36740,,2001,1998,126.0899963,,,,,57.27241516,,,2.714161634,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1981,,,,,36740,,1982,1979,163.9199982,,,,,62.76258469,,,5.981001377,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2002,,,,,36740,,2003,2000,122.1900024,,,,,59.52716827,,,2.377374649,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1993,,,,,36740,,1994,1991,142.0299988,,,,,88.47309875,,,4.09067297,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1990,,,,,36740,,1991,1988,149.6399994,,,,,86.26908875,,,4.747840881,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2001,,,,,36740,,2002,1999,127.6999969,,,,,62.20653534,,,2.853194714,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1992,,,,,36740,,1993,1990,142.0800018,,,,,80.5500412,,,4.094991207,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2010,,0.7613,,0.0025,36740,,2011,2008,119.8899994,23,,21.27659607,46.80337906,74.26600647,-2.293578148,-1.044692039,2.178756237,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.612999916,250,the metropolitan area of,.
2007,,,,,36740,,2008,2005,158.2799988,,,,,92.22505188,,,5.493954659,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
1996,,,,,36740,,1997,1994,143.5299988,,,,,83.82715607,,,4.220206738,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2015,,0.7834,,0.0022,36740,,2016,2013,106.4599991,23,,23.99999809,50.34482574,81.03786469,-3.669724941,-0.427373618,1.018997908,33,10,-2.319999933,1.289999962,Metro Profile,Orlando-Kissimmee-Sanford,MSA,7.834000111,220,the metropolitan area of,a large increase
1991,,,,,36740,,1992,1989,145.3800049,,,,,83.82180023,,,4.379965782,,,,,Metro Profile,Orlando-Kissimmee-Sanford,MSA,,,the metropolitan area of,.
2014,,0.7448,,0.0023,37980,,2015,2012,72.65000153,32,,23.2558136,46.45946884,27.24432755,-3.211009264,-1.505585909,-1.900691032,32,0,-2.470000029,0.25999999,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.447999954,230,the metropolitan area of,a slight increase
2012,,0.7857,,0.0019,37980,,2013,2010,68.23999786,32,,7.142857552,74.55126953,28.70159149,-5.045871735,-0.363127798,-2.281520367,33,1,-2.319999933,-0.24000001,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.856999874,190,the metropolitan area of,basically no changes 
1981,,,,,37980,,1982,1979,108.7600021,,,,,9.851322174,,,1.217616439,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1986,,,,,37980,,1987,1984,108.5199966,,,,,12.40974617,,,1.196890593,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2004,,,,,37980,,2005,2002,87.16999817,,,,,15.39820957,,,-0.646805286,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2005,,,,,37980,,2006,2003,86.94999695,,,,,19.60572624,,,-0.665803671,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1985,,,,,37980,,1986,1983,100.9100037,,,,,22.01535034,,,0.539723694,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1990,,,,,37980,,1991,1988,109.2900009,,,,,27.57818031,,,1.263384938,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2016,,0.7589,,0.0021,37980,,2017,2014,69.72000122,36,,22.22222137,29.37456131,23.27612686,-4.12844038,-1.111731172,-2.153713465,34,-2,-2.180000067,-0.279999971,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.589000225,210,the metropolitan area of,a slight decrease
1992,,,,,37980,,1993,1990,99.31999969,,,,,19.93194962,,,0.40241763,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1993,,,,,37980,,1994,1991,91.66000366,,,,,16.25806808,,,-0.259067357,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2007,,,,,37980,,2008,2005,89.26999664,,,,,12.5,,,-0.465458304,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2000,,,,,37980,,2001,1998,94.91000366,,,,,22.36031914,,,0.021588946,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2002,,,,,37980,,2003,2000,88.80999756,,,,,20.26581383,,,-0.505181849,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1998,,,,,37980,,1999,1996,93.26999664,,,,,20.64720345,,,-0.120035149,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1982,,,,,37980,,1983,1980,105.7699966,,,,,53.07839966,,,0.959412158,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1984,,,,,37980,,1985,1982,102.0699997,,,,,12.24094772,,,0.639896035,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1987,,,,,37980,,1988,1985,111.4199982,,,,,18.09254837,,,1.447322488,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2011,,0.8208,,0.0018,37980,,2012,2009,70.79000092,33,,2.272726536,84.18317413,25.21021843,-5.504587173,0.617319167,-2.061312914,33,0,-2.609999895,0.289999962,Metro Profile,Philadelphia-Camden-Wilmington,MSA,8.208000183,180,the metropolitan area of,a slight increase
2015,,0.7722,,0.0022,37980,,2016,2013,70.05999756,34,,23.99999809,46.83385468,26.12761497,-3.669724941,-0.740222812,-2.124352932,32,-2,-2.210000038,0.029999971,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.722000122,220,the metropolitan area of,basically no changes 
2001,,,,,37980,,2002,1999,91.51999664,,,,,20.36543465,,,-0.271157771,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2009,,,,0.0014,37980,,2010,2007,82.70999908,,,2.000001431,,17.96145821,-7.339449406,,-1.031952024,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,140,the metropolitan area of,.
1983,,,,,37980,,1984,1981,100.8600006,,,,,8.513068199,,,0.535405636,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1988,,,,,37980,,1989,1986,117.6399994,,,,,34.20389938,,,1.984455585,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2003,,,,,37980,,2004,2001,84.75,,,,,21.49987793,,,-0.855786145,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1979,,,,,37980,,1980,1977,138.7599945,,,,,14.44344616,,,3.808289289,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1991,,,,,37980,,1992,1989,105.4199982,,,,,24.67436028,,,0.929187775,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1989,,,,,37980,,1990,1987,120.3799973,,,,,27.66791534,,,2.22107029,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2013,,0.7735,,0.002,37980,,2014,2011,70.08999634,32,,12.82051086,62.81502533,23.40753937,-4.587156296,-0.703909934,-2.121762276,32,0,-2.559999943,0.089999914,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.735000134,200,the metropolitan area of,basically no changes 
1996,,,,,37980,,1997,1994,89.11000061,,,,,16.64197922,,,-0.479274869,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1980,,,,,37980,,1981,1978,114.8899994,,,,,8.62176609,,,1.74697721,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2010,,0.7861,,0.0016,37980,,2011,2008,82.51999664,33,,2.127658844,54.28226852,27.37766266,-6.422018528,-0.351954609,-1.048359871,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,7.861000061,160,the metropolitan area of,.
1995,,,,,37980,,1996,1993,89.61000061,,,,,17.15938187,,,-0.436096996,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1997,,,,,37980,,1998,1995,96.79000092,,,,,21.93693161,,,0.183937594,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1999,,,,,37980,,2000,1997,94.97000122,,,,,17.31385803,,,0.026770083,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2008,,,,0.0017,37980,,2009,2006,90.51999664,,,11.36363697,,21.66956329,-5.963302612,,-0.357513577,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,170,the metropolitan area of,.
1994,,,,,37980,,1995,1992,89.26999664,,,,,15.28149223,,,-0.465458304,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
2006,,,,,37980,,2007,2004,88.23000336,,,,,16.44886398,,,-0.555267751,,,,,Metro Profile,Philadelphia-Camden-Wilmington,MSA,,,the metropolitan area of,.
1991,,,,,38060,,1992,1989,133.1799927,,,,,65.7637558,,,3.326423883,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1987,,,,,38060,,1988,1985,170.7700043,,,,,90.94145966,,,6.572538853,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2004,,,,,38060,,2005,2002,119.3300018,,,,,53.28699875,,,2.130397081,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1980,,,,,38060,,1981,1978,181,,,,,77.54379272,,,7.455958366,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2010,,0.7844,,0.0049,38060,,2011,2008,119.8799973,3,,72.34042358,53.76959991,74.25345612,8.715596199,-0.399440646,2.177892447,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,7.843999863,490,the metropolitan area of,.
1998,,,,,38060,,1999,1996,132.9499969,,,,,71.00253296,,,3.306562424,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1997,,,,,38060,,1998,1995,137.5500031,,,,,72.74087524,,,3.703799725,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1979,,,,,38060,,1980,1977,214.4199982,,,,,89.70456696,,,10.34196854,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1984,,,,,38060,,1985,1982,169.75,,,,,89.30767822,,,6.484455585,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2014,,0.7665,,0.0034,38060,,2015,2012,96.72000122,12,,48.83720779,53.41236877,66.82012177,1.834862232,-0.899440646,0.177892715,10,-2,0.699999988,-0.329999983,Metro Profile,Phoenix-Mesa-Glendale,MSA,7.664999962,340,the metropolitan area of,a slight decrease
2012,,0.7625,,0.004,38060,,2013,2010,94.34999847,11,,57.14286041,68.84681702,68.35231018,4.587155819,-1.011172533,-0.026770743,7,-4,2.25,-1.070000052,Metro Profile,Phoenix-Mesa-Glendale,MSA,7.625,400,the metropolitan area of,a large decrease
2007,,,,,38060,,2008,2005,131.5599976,,,,,61.35628891,,,3.186527967,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2002,,,,,38060,,2003,2000,120.7300034,,,,,57.80992889,,,2.251295328,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1989,,,,,38060,,1990,1987,163.0800018,,,,,92.12075043,,,5.908462524,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1988,,,,,38060,,1989,1986,167.2700043,,,,,100,,,6.270293713,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2003,,,,,38060,,2004,2001,116.3899994,,,,,60.98078156,,,1.876510859,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1992,,,,,38060,,1993,1990,127.6999969,,,,,60.16444016,,,2.853194714,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2009,,,,0.0054,38060,,2010,2007,130.8500061,,,82,,76.30591583,11.00917435,,3.125216007,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,540,the metropolitan area of,.
1995,,,,,38060,,1996,1993,125.1500015,,,,,62.84061813,,,2.632987738,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2011,,0.7675,,0.0046,38060,,2012,2009,98,7,,65.90908813,66.87236023,67.58019257,7.339449406,-0.871507704,0.288428009,3,-4,3.5,-1.25,Metro Profile,Phoenix-Mesa-Glendale,MSA,7.675000191,460,the metropolitan area of,a large decrease
2001,,,,,38060,,2002,1999,127.2300034,,,,,61.66300201,,,2.812608004,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1994,,,,,38060,,1995,1992,127.8600006,,,,,64.54742432,,,2.867011786,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2006,,,,,38060,,2007,2004,124.5199966,,,,,55.64315796,,,2.578583241,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1990,,,,,38060,,1991,1988,141.1799927,,,,,73.96361542,,,4.017270088,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1993,,,,,38060,,1994,1991,130.7799988,,,,,72.34407806,,,3.119170666,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1999,,,,,38060,,2000,1997,133.7899933,,,,,63.41288376,,,3.379101038,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1996,,,,,38060,,1997,1994,135.4900055,,,,,73.90123749,,,3.525906801,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2000,,,,,38060,,2001,1998,129.6399994,,,,,61.24733734,,,3.020725012,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1982,,,,,38060,,1983,1980,179.3099976,,,,,97.29437256,,,7.310016632,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2013,,0.763,,0.0036,38060,,2014,2011,98.80000305,10,,53.84615326,60.31859207,67.79530334,2.752293348,-0.997206032,0.357512891,11,1,1.179999948,-0.479999959,Metro Profile,Phoenix-Mesa-Glendale,MSA,7.630000114,360,the metropolitan area of,a slight decrease
1981,,,,,38060,,1982,1979,194.0299988,,,,,91.64507294,,,8.581173897,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
1985,,,,,38060,,1986,1983,155.5399933,,,,,90.74097443,,,5.257339478,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2005,,,,,38060,,2006,2003,121.3000031,,,,,56.6088562,,,2.300518036,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,,the metropolitan area of,.
2015,,0.8072,,0.0034,38060,,2016,2013,94.05000305,10,,48,57.80564117,62.31709671,1.834862232,0.237430871,-0.052677084,12,2,0.370000005,0.300000012,Metro Profile,Phoenix-Mesa-Glendale,MSA,8.07199955,340,the metropolitan area of,a slight increase
2008,,,,0.0045,38060,,2009,2006,142.3600006,,,75,,78.09098816,6.880733967,,4.119170666,,,,,Metro Profile,Phoenix-Mesa-Glendale,MSA,,450,the metropolitan area of,.
2016,,0.8715,,0.0038,38060,,2017,2014,92.12000275,8,,60,68.93885803,57.0009079,3.669724703,2.033520222,-0.219343781,10,2,0.670000017,1.160000086,Metro Profile,Phoenix-Mesa-Glendale,MSA,8.715000153,380,the metropolitan area of,a large increase
